ulasan,rating,tanggal
aplikasi sering stuck..lemot.. lama buka detail sisa kuota nya.. PERBAIKI LAH !!!!!!,1,2025-07-05 07:02:16
sinyal leg,1,2025-07-05 06:59:16
sering lemot sekarang jaringan telkomsel,2,2025-07-05 06:56:24
"nggak konsisten ngasih jumlah paket data dan promo. beda2 terus tiap minggu tiap bulan, malah makin kesini promo biasa dipakai dengan harga sama malahan kuotanya di kurangi. dari 86 dapat 50gb sekarang jadi dapat cuma 40gb. lama-lama 30gb terus 20gb. produk pemerintah tapi nggak pandai bersaing",1,2025-07-05 06:54:49
"jelek, suka error, paket promo cuma bisa sekali beli, mending beli di yang lain, jelek bgt apk nya, ew ew ew, huek🤢🤢🤢🤮🤮🤮🤮😡😡😡",1,2025-07-05 06:54:41
"pelayanan cs telkomsel super lambat, tiap chat jeda 10menit, bertele-tele. klo gak ada perubahan saya yakin tutup ga lama lagi",1,2025-07-05 06:53:26
apk gak layak di download...buat pengaduan jg susah..yg bls chatt cuma robot..apalgi ada gangguan wifi Indihome pling ribet buat pengaduan. knp jg apk harus di gabung Telkomsel n Indihome..???,2,2025-07-05 06:50:16
aplikasi aneh loading gk kelar kelar,1,2025-07-05 06:49:27
"kasi makan taii buat aplikasi ini . developer gak becus udh ukuran apk gede tapi gak ada manfaat sering stuck² gak jelas hedehh ayo dong perbaiki, gimana kinerja nya ini 🫢",1,2025-07-05 06:47:26
poin tukar kuota atau puls gak bisa ya...,5,2025-07-05 06:46:48
nge lag bgt euyyy,2,2025-07-05 06:46:34
godd,1,2025-07-05 06:45:53
terlalu sering gangguan sistem,2,2025-07-05 06:42:15
"ini aplikasi kapan benernya? untung2 d timur sini provider lain ga bagus, klo ga mana mw saya pakai ni telkomsel.",1,2025-07-05 06:40:09
"Smg sinylny bgus dlm cuaca appun,..",2,2025-07-05 06:38:54
harga paket semakin sering berubah mahal,2,2025-07-05 06:36:48
aplikasinya kalo dibuka sering ngebug keluar sendiri,2,2025-07-05 06:33:45
"sering stuck di homepage, padahal jaringan stabil",1,2025-07-05 06:31:51
"gak bagus lagi ni Telkomsel ,saat mati lampu pun makin ngelag",1,2025-07-05 06:29:40
mantep,5,2025-07-05 06:29:22
baik',5,2025-07-05 06:27:13
"Mahal banget, promo pun percuma kalau harga kuota semahal itu.",1,2025-07-05 06:27:02
"seng jelas, tertera paket di saat beli sudah tersedia tak jelas Telkomsel provider aswu",1,2025-07-05 06:23:34
"harga paket internet makin hari makin mahal, sementara kualitas jaringan makin hari makin lemot 👎👎👎",1,2025-07-05 06:17:08
"update mulu ,di. buka susah ,di scrol susah",1,2025-07-05 06:16:48
Mau cek pulsa sama paket tinggal berapa giga aja loading nya seabad,1,2025-07-05 06:15:08
IndiHome lu gk pernah beres ya soal koneksi? tiap hari pasti ada aja gangguan koneksinya 👎👎👎,1,2025-07-05 06:14:01
"Aplikasi sampah, fitur kebanyakan gak guna, cuma membuat aplikasi jadi berat dan lelet, lebih suka my telkomsel yang dulu",1,2025-07-05 06:10:24
signal bagus,5,2025-07-05 06:09:04
buruan unduh,4,2025-07-05 06:06:57
"kuota /paket nya mahal jaringan nya jelek suka hilang"" sesuaikan sama harga paket nya lah. ngeleg terus main ml dibuat nya jaringan tiba"" hilang",1,2025-07-05 06:02:45
"Aplikasi MyTelkomsel sering lag, tidak responsif, dan sering stuck di loading. Ini terjadi hampir setiap dibuka, baik saat jaringan buruk maupun normal. Jaringannya sendiri juga sering tidak stabil dan lambat, padahal area terjangkau sinyal. Aplikasi lain masih berjalan lancar di jaringan yang sama, jadi kemungkinan besar masalahnya ada di performa aplikasi dan kestabilan jaringan Telkomsel.",1,2025-07-05 06:01:28
aplikasi LEMOOOTTT GAK BISA DIBUKA,1,2025-07-05 05:48:55
Cukup Lumayan,5,2025-07-05 05:48:05
mantap,5,2025-07-05 05:47:29
"benerin sinyal ya allah, mahal doang dasar, please sodara sodara jangan pake TELKOMSEL... mencegah lebih baik, MAHAL GA JAMIN NYAMAN",1,2025-07-05 05:46:56
Saya Kurang Puas Karena Tidak Diberikan Paket Telpon Gratis Dan Kuota Gratis,2,2025-07-05 05:46:33
bagus promo murah meriah,5,2025-07-05 05:46:29
paket internetnya sangat terjangkau 🤝,5,2025-07-05 05:46:22
niat bikin kartu ngga sih lag banget,1,2025-07-05 05:45:55
"kuota mahal, jaringan jelak, kalian gausah make Telkomsel kartu dongo, dipake main game ping 200+ms.",1,2025-07-05 05:44:36
Alhamdulillah aman mudah gak ribet,5,2025-07-05 05:43:42
Pertahankan...Jaringan memang sangat oke terimakasih banyak telkomsel dan operator...telkom is the best,5,2025-07-05 05:43:37
kurang akurat,4,2025-07-05 05:40:45
"beli paket sekarang ada admin nya 2.500,gajelass",1,2025-07-05 05:37:35
sangat bagus,5,2025-07-05 05:36:09
"saya sdh lama pake Telkomsel,, dulu lancar2 saja kenapa akhir2 ini lemot sekali..mau buka aplikasi saja gak bisa..",1,2025-07-05 05:35:34
"tolong di perbaiki pas buka aplikasi berat, lama dan pas tukar poin di reward kuota extra gembira tukar 25 GB kaga masuk, pas cek riwayat sudah di claim tapi kaga masuk kuotanya, tolong untuk di perbaiki terimakasih.",3,2025-07-05 05:33:58
kuota yang sangat mahal tidak masuk akal,1,2025-07-05 05:28:18
"udah 3 hari eror, gak bisa di buka",1,2025-07-05 05:27:19
"tolong disediakan lagi untuk paket super seru yang 100GB Rp. 100.000,- 28harinya, karena saya sudah langganan lama 100GB 100ribu rupiah 28hari,,,skrg diupdate pketny malah tidak ada lagi,malahan yang ada makin Mahal,tolong ya disediakan lagi soalnya di toko sebelah juga ada paket 100gb 100ribu rupiah tp beda ny 30hari masa berlaku,,,tolong y min disediakan lagi,q dh langganan Telkomsel dh lama lohhh,,,🙏🏻🙏🏻🙏🏻",4,2025-07-05 05:27:17
2 bulan ini paket seru makin GK jelas harganya... biasanya yang 60/65 GB 100ribu kini makin mahal.. menentu.... penukaran poinpun yg di untungkan tetap telkomsel,1,2025-07-05 05:24:22
buat game kok lag bangettt sii telkom,5,2025-07-05 05:22:45
sinyal ngelag parah.. semua urusan terhambat,1,2025-07-05 05:22:00
apinya memang membantu tapi sinyalnya dong di perbaiki. padahal tinggal di kota nah.,3,2025-07-05 05:21:33
sangat mudah digunakan,5,2025-07-05 05:20:08
"data NIK saya dipakai orang asing. saya meminta cs sampai membuat pernyataan bermaterai dan vc dengan cs. setelah selesai ternyata laporan tidak ditindaklanjuti. apalahh sok""an disuruh bikin pernyataan bermaterai kalo gaada tindak lanjut laporan",1,2025-07-05 05:19:50
bukanya apk nya lama + gak guna,1,2025-07-05 05:19:36
terlalu ribet . enakan apk Indihome,1,2025-07-05 05:19:18
entah knp saat mau tf paketan internet pakai pulsa SERING ERROR mohon ditingkatkan lg KECEPATAN INTERNETNYA.,3,2025-07-05 05:19:13
😱,5,2025-07-05 05:17:13
bagus,5,2025-07-05 05:13:01
aplikasi nya lama refresh dan juga saat inggin cek kuota itu lama banget berandanya muncul padahal jaringan lancar dan juga device aman jadi saya mohon untuk pihak telkomsel tolong diperbaiki lagi karena hampir kebanyakan permasalahannya seperti itu,5,2025-07-05 05:12:08
tolong jangan ada sistem kuota hangus ini pelanggaran terhadap konsumen dimana Kouta yang sudah di beli tidak boleh hangus karna masa aktif hangus kalian mulai sadar ga ini merugikan konsumen,1,2025-07-05 05:11:07
kecewa,1,2025-07-05 05:10:47
aplikasi nda jelas mau cek pulsa mau isi pulsa eh nda bisa di buka sama sekali,1,2025-07-05 05:10:29
"Jaringan paling lemot diantara semua provider jaringan seluler yang ada di indo, apalagi kalau mati lampu, macam hidup di zaman purba gara2 ni jaringan.. trus indihome yg udah bergabung ke telkomsel juga ikutan2 jadi lemot.. gak jelas",1,2025-07-05 05:09:07
"apk apaan ini, stuck diloading terus, jaringan stabil padahal, ampas2",1,2025-07-05 05:08:16
My Telkomsel ini harus di audit sama pemerintah. banyak promo palsu yang menjebak penguna. ini sama persis sama aplikasi ojol.,1,2025-07-05 05:02:27
"Telkomsel kenpa sih pelit banget, udah mahal, jaringannya jelek,mw buka apa-apa susah, loading lama, aplikasi nya ngelag,gwk akurat,meresahkan banget",1,2025-07-05 04:51:37
berattt,1,2025-07-05 04:50:31
SANGAT MEMUASKAN PELANGGAN,5,2025-07-05 04:45:19
"Paket, jaringan & pelayanan ampas!",1,2025-07-05 04:41:04
paling mahal paling gak lancar,1,2025-07-05 04:38:09
kuota saya hilang tiba2.. nelpon CS telkomsel tidak ada Solusi.. makan tu kuota haram....,1,2025-07-05 04:37:56
oke,5,2025-07-05 04:34:02
apa apaan ini sekarang cuma 14 hari. padahal sudah berlangganan dari dulu,1,2025-07-05 04:29:44
Tolong di murahin lagi kuata nya min,5,2025-07-05 04:29:42
aplikasi sampah..masah. memuat terus baru muncul terjadi kesalahan terus.perbaik aplikasinya..aplikasi gak. jelas.2 kali intal sama saja hasilnya..sengat. kecewa sekali,1,2025-07-05 04:29:20
terlalu banyak jenis paketnya. bikin bingung.,4,2025-07-05 04:24:28
"Makin ke sini app makin ga jelas buat konsumen, sepertinya pengen jd super app, dan isinya pengen jualan macam2. Trus gangguan jaringan ga bs lapor langsung, dan ga bs restart modem dari jauh, ga kyk di myIndihome dulunya. Artinya perush udh ga customer-oriented lg skrg.. Mulai2 prepare cari2 provider lain yg lbh pasti sj, agar niat Telkomsel buat jualan2 ga terganggu oleh pelanggan lama seperti kami.",1,2025-07-05 04:19:47
kok masih menjengkelkan ya aplikasinya. tiap buka berat banget. ini aplikasi yg paling berat yg pernah saya rasakan. bukanya lama bangeeetttttt. tolong diperbaiki,1,2025-07-05 04:18:06
"Malin lama makin lemot ,sampah",2,2025-07-05 04:17:55
"bli data di sini sering hilng tiba""",1,2025-07-05 04:16:11
good,5,2025-07-05 04:16:03
Meningkatkan Kualitas Aplikasi Dan Sinyal Internet Di Berbagai Daerah Terpencil. Sekarang Sinyal Telkomsel Buruk Kalau Di Daerah Tertentu.,3,2025-07-05 04:11:59
"Telkomsel sudah seperti kartu sebelah, mati lampu sinyal menghilang.",1,2025-07-05 04:09:06
sangat sangat sangat baik,5,2025-07-05 04:07:39
sangat bagus,5,2025-07-05 04:05:05
"kebanyakan stuck loading menu, mo beli paket jadi ke susahan padahal sinyal stabil",1,2025-07-05 04:04:06
ok,5,2025-07-05 04:02:54
good,5,2025-07-05 04:02:04
apk nya sangat lelet padahal jaringan bagus,2,2025-07-05 04:01:36
"aplikasi paling berat, lebih berat dari game genshin impact",1,2025-07-05 04:00:27
layanan provider terburuk!,1,2025-07-05 03:57:16
eror mahal lagi,1,2025-07-05 03:57:15
lemot sering eror,1,2025-07-05 03:57:08
"harga paket mahal kali , saya sebagai pelanggan setia telkomsel merasa sangat kecewa dengan harga yang kian naik",1,2025-07-05 03:48:09
udah mahal jaringan lemot kaya siput naik pohon.buruk sekali sekarang Telkomsel tidak seperti di Tahun 2015 sekarang di era cagih malah tmbah lemooott,1,2025-07-05 03:45:41
baik,4,2025-07-05 03:45:32
"aplikasi jelek... suka loading gk jelas mana kadang gak akurat, padahal sekelas telkomsel dengan harga yg sudah terbilang cukup mahal dibanding dengan yg lain tapi aplikasinya susah buat diakses..",1,2025-07-05 03:43:23
"gw turunin lagi rate nya soalnya lama banget kalo mau login di apknya kemaren gw dah hapus instal ulang barangkali apknya dah expayed eh di awal doang cepet login nya abis itu kembali seperti sediakala, jaringan bagus tetap aja dilaynya lama",2,2025-07-05 03:42:19
lebih parah drpd AXIS ini mah.. harga makin mahal kualitas makin turun {TELKOMSEL},1,2025-07-05 03:40:51
mahal-mahal ngelag,1,2025-07-05 03:40:46
sering error,1,2025-07-05 03:40:23
good,5,2025-07-05 03:38:47
Aplikasi nya sangat buruk tolong di perbaiki secepatnya,1,2025-07-05 03:37:40
"tiap cek data internet, jaringan ko muter teruss",4,2025-07-05 03:37:35
sinyal baik dan lancar,5,2025-07-05 03:37:12
aplikasi gak jelas.. loding mau cek paket... mau liat saya mau buka susah.,1,2025-07-05 03:34:59
saat buka aplikaai stuck di branda jadi gk bisa digunakan tolong diperbaiki,1,2025-07-05 03:34:56
aplikasi ngebug padahal buat buka aplikasi lain baik baik aja,2,2025-07-05 03:30:47
good,5,2025-07-05 03:29:43
Baik,5,2025-07-05 03:26:04
"sinyalnya sekarang lemot, gak kayak dulu. harga paket juga mahal. otw ganti 3",2,2025-07-05 03:25:44
aplikasi apa ini ngelag ngelag mulu padahal jaringan lancar,1,2025-07-05 03:24:41
maaf aku ganti bintang yg tadinya 5 skrg 1. tagihan makin mahal tapi signal kalah sama yg lain. beda dg telkomsel setahun yg lalu bisa ngebut sendiri.,5,2025-07-05 03:22:46
puas croott,5,2025-07-05 03:22:33
"lelet banget sumpah benci bgt buka apk ini, mau beli kouta nggk bisa",1,2025-07-05 03:21:47
makin kesini makin gak lemot sich,1,2025-07-05 03:20:09
"apknya berfungsi, tpi bukanya susah/terlalu berat. harapan supaya di update lagi agar mudah di buka meski jaringan kurg baik",1,2025-07-05 03:19:28
ini emang harus banget ya hapus data aplikasinya dulu baru masuk lagi biar gak ngelag :) cuma mau cek kuota doang loh lewat aplikasi :),1,2025-07-05 03:17:23
bagus,5,2025-07-05 03:15:25
jaringan ngelag buat main game sekarang,1,2025-07-05 03:13:58
"kenapa lemot banget datanya ga sesuai, loading terus, padahal apk lainnya normal",1,2025-07-05 03:12:04
lemot,1,2025-07-05 02:56:16
"harga paket cepat sekali berubah, baru aja mau beli harga udah berubah dengan kuata yg berbeda, sering kejadian dan nda hanya 1 kali, itu kadang alasan udah mulai jarang beli paket data dari Telkomsel",1,2025-07-05 02:55:34
"sangat sangat membantu dalam membeli paket internet, sangat bagus",5,2025-07-05 02:53:57
ada diskon kek,5,2025-07-05 02:53:07
suara nya jelas,3,2025-07-05 02:50:56
aplikasi lemot,1,2025-07-05 02:49:21
bagus,5,2025-07-05 02:46:47
buruk,1,2025-07-05 02:45:16
"leletnya buka app sekarang, sampe beberapa menit terkadang belum terbuka juga isinya",3,2025-07-05 02:40:51
Beli paket Telkomsel,5,2025-07-05 02:39:12
sangat buruk paketnya mahal semua,1,2025-07-05 02:35:51
"jaringan hilang"". paket mahal tapi sinyal tak ada buat apa?",1,2025-07-05 02:33:41
setiap pengecekan selalu lambat loading lama.... mohondiperbaiki,1,2025-07-05 02:32:30
good,5,2025-07-05 02:30:28
sangat bagus,5,2025-07-05 02:28:56
application not responding sangat mahal sering berubah-ubah harga paket internet,1,2025-07-05 02:22:52
sinyal nya jelek banget,2,2025-07-05 02:22:26
jaringan luas internet puas sepanjang masa,5,2025-07-05 02:21:29
aplikasi berat,1,2025-07-05 02:20:28
susah banget masuk ya..,3,2025-07-05 02:17:35
semakin lama semakin buruk kualitas apk nya busuk,1,2025-07-05 02:17:32
paket internetnya terlalu mahal..,1,2025-07-05 02:17:08
"kecewa, woy dipilihan *363* di super seru spesial, yang 43gb 40rb 30hari, kok malah jadi 30gb 30hari, 13gb kemana? padahal saya itu buat streaming, minimal kalo ngasih spesial, jangan dibuat scam, kecewa gw, asli kecewa, pokoknya 13gb itu gw anggap hutang, rugi cok. 😭",4,2025-07-05 02:16:45
app nya leg parah .. padahal sinyal 5G buka app lain lancar .. bahkann ytb makin di update makin sulit masuk .. padahal app sangat penting,2,2025-07-05 02:15:39
"kasih promo free kasih Quota tambahan dong, plus waktu tenggang pengunaan..Thanks",5,2025-07-05 02:11:46
sangat cocok,5,2025-07-05 02:08:14
aplikasi ga jelas. loading aja teruuus,1,2025-07-05 02:06:20
"harus banyak sabar ngadepin TELKOM INDIHOME!! minta pengajuan pemindahan alamat dari bulan juni, suruh bayar tagihan dulu udah dibayar penanganan LAMBAT, sampe bulan juli disuruh bayar tagihan bulan juli lagi, SEDANGKAN DARI PENGAJUAN PINDAH ALAMAT SAMPE BULAN JULI WIFI TIDAK ADA KONEKTIVITAS TIDAK BISA DIPAKAI!!! terus apa yang harus gue bayar kalo gue aja ga MENIKMATI DAN GA PAKAI 1GB PUN!!!!!!!!!!!!! Lapor cs di lempar lempar, dipersulit!",1,2025-07-05 02:06:17
sangat bagus,5,2025-07-05 01:56:55
"kenapa ya kalo abis login trus setelah beberapa jam dibuka kembali aplikasinya jadinya nge loading terus kaya ga konek ke jaringan? masa harus hapus data terus, login ulang terus kalo mw cek kuota",3,2025-07-05 01:53:47
aplikasi sampah. beratnya melebihi game besar. mau cek kuota aja seberat itu.,2,2025-07-05 01:53:10
kenapa my telkomsel gk bisa berfungsi,1,2025-07-05 01:44:46
"Provider ga jelas, Kuota bonus Prestige kga masuk² udah lah cuma sehari. di chat C.S nya pun g ada respon",1,2025-07-05 01:42:33
aneh tidak memuaskan saya beli pulsa data dipatiin dan mengunakan Fiwi tiba tiba pulsa saya tersedot sudah sering pulsa saya ditarik operator aneh kartu karupsi,1,2025-07-05 01:42:26
sangat jelek sring eror,1,2025-07-05 01:39:38
lelet bangat ni apk,3,2025-07-05 01:37:46
"ngelag lemot, udah 1 jam gak kebuka2, mohon di perbaiki",1,2025-07-05 01:37:11
"sistem kuota hangus sangat merugikan pelanggan, dimana diluar negeri sisa kuota bakal di roll over , nyari profit nggak ngotak",1,2025-07-05 01:36:26
"Login g bisa, sekali login mala keluar dari aplikasi",1,2025-07-05 01:31:40
kuoata masih sisa banyak..tp hangus? mau dijual lagi kayaknya... jaringan suka lelet sekarang,2,2025-07-05 01:31:22
makin parah.....mau cek data pulsa mesti uninstal dl...,1,2025-07-05 01:29:46
bagus aplikasi bisa beli kuata 🗿,5,2025-07-05 01:28:54
"Buset ga mau rugi,paket Mingguan yg biasa gw beli dihilangin mantapp",2,2025-07-05 01:27:01
paketnya ga ada yang murah,1,2025-07-05 01:26:22
lama-lama harga paket internetnya makin mahal. tidak seperti dulu lagi,1,2025-07-05 01:22:39
"tidak bise beli paket internet, jangan pakai nomor telkomsel",1,2025-07-05 01:22:26
gud bagus,5,2025-07-05 01:20:33
"setiap mau isi paket pasti gabisa dibuka, harus di uninstall baru download lagi. kaga ada rencana dibenerin???",2,2025-07-05 01:20:31
loading lama.. mau refresh berapa kali sama aja.. padahal sinyal bagus..,1,2025-07-05 01:20:01
ok bagus banyak promo nya,5,2025-07-05 01:14:44
aplikasi sudah memudahkan untuk melihat dan membeli paket data tetapi disaat ingin mengklam reward malah gabisa dan engga ke klaim tolong diperbaiki masalah ini saya kasih bintang 3 dulu untuk aplikasi ini,3,2025-07-05 01:11:10
"undian abal2 dan terarah akan menipulasi akan udian Padahal itu semua buat keluarga terdekat Telkomsel aja,waktu penukaran point' sampai 10.000 point' tertera penentuannya di tanggal 9 Juli tapi setalah aku buka malah penetuannya di pertanggal 25 Juli,kalau undiannya khusus keluarga kalian udah kalian Batasin aja yang mau nukar point' ya bujang",1,2025-07-05 01:05:04
"Telkomsel sekarang sering g stabil jaringannya kadang hilang, beberapa kali isi pulsa g masuk,tolong dibenerin dong,jadi males kalau gini terus,bisa pindah jaringan saya",1,2025-07-05 00:58:10
Min promo ny jgn ilang timbul dongg saya udh pake Telkomsel dri tahun 2015 lohh setia kn saya mskipun di era bnyk provider murah meriah sinyal oke,4,2025-07-05 00:57:08
Banyak ngebug nya,1,2025-07-05 00:55:07
Aplikasi Paling jelek maklum lah pemerintah punya. ingin rasanya ganti kartu andai bisa registrasi ke XL dengan nomer yg sama saya berani bayar mahal daripada terus pakai TELKOMSEL aplikasi RUSAK,1,2025-07-05 00:52:06
"bisa ngak jaringannya diperbaiki lagi,, kok sekarang jaringan Telkomsel jadi busuk sih,, lama2 jadi pngn ganti kalo kaya gini terus mah,, saya dari dulu pertama kenal hp suka Telkomsel,, sekarang2 ini nyebelin bgtt, kuota banyak masa putus nyambung jaringannya 😡😡",1,2025-07-05 00:44:32
"ini aplikasi ga niat di perbaiki kah,hp ram 8 stuk di loading padahal jaringan oke lah buka apk lain masih lancar,tapi pas mau beli Kouta malah ngstuk di loading jadinya males beli Kouta nya juga,kalo ga niat di perbaiki bilang biar saya pindah ke server yang lain meskipun jaringan agak ngeleg tapi pelayanan gercep,jangan suruh buat hapus cache udh gua lakuin tapi tetep aja stuk di loading, aplikasi sampah",1,2025-07-05 00:44:05
